countyname,statecode,Number of All Beds,Total Number of Occupied Beds,countyFIPS
Waseca,MN,48.333333333333336,31.666666666666668,27161
Washakie,WY,87.0,55.411764705882355,56043
Washburn,WI,62.5,42.6764705882353,55129
Washington,NE,79.0,48.21568627450981,31177
Washington,NY,132.0,126.05882352941177,36115
Washington,OH,85.80730897009967,62.24252491694352,39167
Washington,OK,86.75686274509803,51.168627450980395,40147
Washington,OR,85.68271334792122,60.89277899343545,41067
Washington,PA,119.97800338409475,94.8849407783418,42125
Washington,WI,114.5,73.16666666666667,55131
Washington,TN,107.13970588235294,75.52696078431373,47179
Washington,TX,87.75,54.470588235294116,48477
Washington,UT,82.70935960591133,51.933497536945815,49053
Washington,VA,116.65686274509804,83.43137254901961,51191
Washington,VT,103.5,77.8578431372549,50023
Washington,NC,119.47058823529412,88.01960784313725,37187
Washington,RI,82.99409448818898,57.753937007874015,44009
Washington,MS,73.49019607843137,56.38235294117647,28151
Washington,AL,88.0,76.47058823529412,1129
Washington,MN,86.04411764705883,59.02450980392157,27163
Washington,AR,103.41407528641571,72.91489361702128,5143
Washington,CO,40.0,38.265306122448976,8121
Washington,FL,107.0,74.65686274509804,12133
Washington,GA,56.507462686567166,43.318407960199,13303
Washington,IA,62.77566539923954,46.08365019011407,19183
Washington,ID,75.69767441860465,36.06976744186046,16087
Washington,MO,105.0,56.529411764705884,29221
Washington,IN,95.0,75.76470588235294,18175
Washington,KS,42.27368421052632,29.726315789473684,20201
Washington,KY,64.5,52.57843137254902,21229
Washington,LA,114.33333333333333,66.37908496732027,22117
Washington,MD,99.82745098039216,74.53921568627452,24043
Washington,ME,41.666666666666664,30.50326797385621,23029
Washington,IL,120.0,79.11764705882354,17189
Washita,OK,106.97029702970298,55.742574257425744,40149
Washoe,NV,113.38568588469185,74.39363817097416,32031
Washtenaw,MI,120.78341013824885,84.21476510067114,26161
Watauga,NC,112.0,69.27450980392157,37189
Watonwan,MN,51.0,35.86274509803921,27165
Waukesha,WI,92.47058823529412,60.81660899653979,55133
Waupaca,WI,97.9295154185022,77.1784140969163,55135
Wayne,TN,109.0,75.17647058823529,47181
Wayne,PA,123.0,81.88888888888889,42127
Wayne,OH,73.68583450210379,50.96072931276297,39169
Wayne,WV,60.0,49.568627450980394,54099
Wayne,NY,139.07389162561577,117.43349753694581,36117
Wayne,NE,60.0,40.666666666666664,31179
Wayne,NC,156.0591133004926,111.15270935960591,37191
Wayne,IN,105.66414141414141,67.9753086419753,18177
Wayne,MO,75.5,50.61764705882353,29223
Wayne,MI,128.5065703022339,86.55977757182576,26163
Wayne,KY,59.0,49.86274509803921,21231
Wayne,IL,56.01960784313726,39.790849673202615,17191
Wayne,IA,71.0,59.92156862745098,19185
Wayne,GA,74.83443708609272,62.43046357615894,13305
Wayne,MS,90.0,77.05882352941177,28153
Waynesboro,VA,63.5,48.77450980392157,51820
Weakley,TN,108.6421568627451,66.2843137254902,47183
Webb,TX,128.66666666666666,67.140522875817,48479
Weber,UT,96.04099821746881,57.24242424242424,49057
Webster,NE,52.0,31.598039215686274,31181
Webster,MO,75.43627450980392,50.92156862745098,29225
Webster,MS,77.0,68.6470588235294,28155
Webster,KY,84.0,56.15686274509804,21233
Webster,LA,160.0,84.48366013071896,22119
Webster,IA,84.83333333333333,61.24183006535948,19187
Weld,CO,90.0,59.03921568627451,8123
Wells,IN,58.31159420289855,44.42348754448398,18179
Wells,ND,77.94117647058823,61.15686274509804,38103
West,LA,125.0,94.23529411764706,22121
West,LA,125.0,94.23529411764706,22123
West,LA,125.0,94.23529411764706,22125
West,LA,100.0,54.1078431372549,22121
West,LA,100.0,54.1078431372549,22123
West,LA,100.0,54.1078431372549,22125
West,LA,128.0,105.01960784313725,22121
West,LA,128.0,105.01960784313725,22123
West,LA,128.0,105.01960784313725,22125
Westchester,NY,151.72868217054264,116.21715328467154,36119
Westmoreland,PA,129.94818652849742,98.86528497409327,42129
Westmoreland,VA,66.0,56.07843137254902,51193
Weston,WY,58.0,50.13725490196079,56045
Wetzel,WV,100.0,86.52941176470588,54103
Wexford,MI,131.0,72.62745098039215,26165
Wharton,TX,111.75,68.53921568627452,48481
Whatcom,WA,86.61758241758241,59.14065934065934,53073
Wheeler,TX,90.0,32.745098039215684,48483
Wheeler,GA,50.0,43.588235294117645,13309
White,GA,74.5,48.71568627450981,13311
White,AR,160.5,90.23039215686275,5145
White,IL,84.24019607843137,56.509803921568626,17193
White,IN,87.91489361702128,50.554455445544555,18181
White,TN,95.0,72.43137254901961,47185
White,NV,96.0,31.235294117647058,32033
Whiteside,IL,83.686230248307,47.753950338600454,17195
Whitfield,GA,101.0,74.16176470588235,13313
Whitley,KY,107.2,86.49019607843137,21235
Whitley,IN,83.0,36.55882352941177,18183
Whitman,WA,43.5,28.970588235294116,53075
Wibaux,MT,40.0,26.36,30109
Wichita,KS,28.0,22.764705882352942,20203
Wichita,TX,122.19933554817275,71.45681063122923,48485
Wicomico,MD,144.28787878787878,97.44949494949495,24045
Wilbarger,TX,113.06930693069307,64.75247524752476,48487
Wilcox,AL,95.0,51.76470588235294,1131
Wilcox,GA,101.0,61.23529411764706,13315
Wilkes,NC,108.90196078431373,73.70098039215686,37193
Wilkes,GA,47.0,33.15686274509804,13317
Wilkin,MN,80.0,50.204081632653065,27167
Wilkinson,GA,62.0,49.431372549019606,13319
Wilkinson,MS,90.0,73.8125,28157
Will,IL,144.94201312910283,92.03719912472647,17197
Willacy,TX,120.0,63.13725490196079,48489
Williams,ND,90.0,65.05882352941177,38105
Williams,OH,101.0,68.40522875816994,39171
Williamsburg,SC,92.03960396039604,66.64356435643565,45089
Williamson,TX,121.30051813471502,73.12046632124353,48491
Williamson,TN,105.4,70.19607843137256,47187
Williamson,IL,108.8,61.09411764705882,17199
Wilson,KS,45.0,36.666666666666664,20205
Wilson,NC,131.5686274509804,83.25490196078431,37195
Wilson,TN,126.82758620689656,99.3103448275862,47189
Wilson,TX,117.7710843373494,70.60240963855422,48493
Winchester,VA,176.0,116.09803921568627,51840
Windham,CT,106.66666666666667,81.21786492374727,9015
Windham,VT,61.0,51.51633986928105,50025
Windsor,VT,60.333333333333336,44.032679738562095,50027
Winn,LA,124.0,82.7843137254902,22127
Winnebago,IA,60.0,33.588235294117645,19189
Winnebago,IL,145.54613466334163,97.25062344139651,17201
Winnebago,WI,90.98039215686275,56.01225490196079,55139
Winneshiek,IA,68.62913907284768,48.390728476821195,19191
Winona,MN,83.75,62.279411764705884,27169
Winston,AL,102.99019607843137,70.43137254901961,1133
Winston,MS,120.0,101.44897959183673,28159
Wise,VA,107.0,86.7516339869281,51195
Wise,TX,113.42156862745098,64.34803921568627,48497
Wolfe,KY,100.0,93.98039215686275,21237
Wood,OH,72.24592833876221,52.814935064935064,39173
Wood,TX,104.84705882352941,47.82745098039216,48499
Wood,WI,76.83498349834983,41.801980198019805,55141
Wood,WV,90.8,76.99215686274509,54107
Woodbury,IA,71.8974358974359,43.489151873767256,19193
Woodford,IL,89.95505617977528,65.90168539325843,17203
Woodford,KY,27.0,26.352941176470587,21239
Woodruff,AR,120.0,77.23529411764706,5147
Woods,OK,77.0,44.14705882352941,40151
Woodson,KS,40.0,29.470588235294116,20207
Woodward,OK,71.0,41.470588235294116,40153
Worcester,MA,120.14379084967321,90.88235294117646,25027
Worcester,MD,100.24,60.82,24047
Worth,GA,117.0,84.19607843137256,13321
Worth,IA,44.5,33.950980392156865,19195
Wright,MN,64.13841807909604,46.53954802259887,27171
Wright,MO,81.66666666666667,40.326797385620914,29229
Wright,IA,69.12418300653594,36.51633986928105,19197
Wyandot,OH,117.54901960784314,85.20588235294117,39175
Wyandotte,KS,74.61176470588235,56.188235294117646,20209
Wyoming,NY,109.0,99.67647058823529,36121
Wyoming,PA,124.0,95.17647058823529,42131
Wyoming,WV,60.0,46.27450980392157,54109
Wythe,VA,77.95364238410596,66.29139072847683,51197
Yadkin,NC,111.5,80.82352941176471,37197
Yakima,WA,88.32620320855615,59.70944741532977,53077
Yalobusha,MS,122.0,91.3529411764706,28161
Yamhill,OR,58.5,36.72875816993464,41071
Yancey,NC,140.0,76.3921568627451,37199
Yankton,SD,128.58415841584159,107.79207920792079,46135
Yates,NY,98.0,78.68627450980392,36123
Yavapai,AZ,80.57142857142857,43.28851540616247,4025
Yazoo,MS,120.5940594059406,95.83168316831683,28163
Yell,AR,107.5,85.94117647058823,5149
Yellow,MN,50.36486486486486,38.263513513513516,27173
Yellowstone,MT,126.73837209302326,72.27616279069767,30111
Yoakum,TX,60.0,44.15686274509804,48501
Yolo,CA,89.23529411764706,63.61904761904762,6113
York,ME,75.08039215686274,58.8,23031
York,NE,84.37,64.32,31185
York,PA,145.4,110.6078431372549,42133
York,SC,90.45833333333333,66.7156862745098,45091
York,VA,70.0,54.90196078431372,51199
Young,TX,111.66666666666667,54.31372549019608,48503
Yuba,CA,86.0,65.90196078431373,6115
Yuma,AZ,121.07692307692308,64.63800904977376,4027
Yuma,CO,43.6764705882353,29.794117647058822,8125
Zapata,TX,59.0,31.941176470588236,48505
